text,sentiment,eof,responsiveness,accuracy,
"সব দুই নাম্বার শালাদের এক বছর করে জেল দিন। দশ থেকে পনেরোটাকে ঢুকালে বাকিগুলো সোজা হয়ে যাবে। আর এরা যখন লাভ করবে এক টাকা করে, একেক চালানে লক্ষ টাকা ইনকাম করে আর জরিমানা মাত্র দশ হাজার। সর্বনিম্ন দশ লাখ নয়তো এক বছরের জেল দিন। বিদেশে মানুষ ক্রাইম করতে ভয় পায় কারণ এখানে যে জরিমানা করে তা দিতে গেলে খান্দান বিক্রি করতে হবে। এই ভয়ে কেউ দুই নাম্বারি করতে সাহস পায় না। আর আপনারা যে জরিমানা করেন এটা জরিমানা না, ওদের সাথে ফাজলামি করছেন, তাইতো ওদের গায়ে লাগে না।",negative,n/a,n/a,n/a,
"কারসাজি করে যারা ব্যবসা করে, ধ্বংস হোক তাদের ব্যবসা।",negative,n/a,n/a,n/a,
"আপনারা অভিযোগকারীকে সঙ্গে না নিয়ে গিয়ে, একটা হোয়াটসঅ্যাপ বা ওয়েবসাইট চালু করেন যেখানে ভোক্তারা তাদের অভিযোগ পরিচয় গোপন রেখে জানাতে পারবে সাথে অন্যায়কারীর ছবি ও ভিডিও পাঠাতে পারবে।",neutral,n/a,n/a,n/a,
পাঁচ হাজার থেকে দশ হাজার কি জরিমানা ধরন? এভাবে করলে কি আপনি এরকম বাজার নিয়ন্ত্রণ করতে পারবেন? আপনারা ওদের ভালোভাবে শাস্তি দিন আর না হয় দেশের সাথে তামাশা বন্ধ করুন দয়া করে।,negative,n/a,slow,n/a,
"উনারা যে জরিমানা করে, এতে মনে হয় যে উৎসাহিত করে।",negative,n/a,n/a,n/a,
বাংলাদেশের ব্যবসায়ীরা সাক্ষাৎ জান্নাতী।,negative,n/a,n/a,n/a,
ইসলাম তাওহিদ।,neutral,n/a,n/a,n/a,
"সিন্ডিকেটের কাছে কি রাষ্ট্র হেরে যাবে? রাষ্ট্রের উপদেষ্টাদের দ্বারা সিন্ডিকেট নির্মূল করা সম্ভব নয়। আমজনতাকে মাঠে নামতে হবে। যেখানে সিন্ডিকেটধারী পাওয়া যাবে সেখানেই ওদের ধরে গাছে বেঁধে সারাদিন ওই পণ্য ওদের খাওয়াতে হবে। মুখ বুজে সহ্য করলে এদেশে ফেরাউন ব্যবসা শুরু হবে তাই সবাইকে শক্ত প্রতিরোধ গড়তে হবে। অতি দ্রুত সিন্ডিকেট নির্মূল করুন, জরিমানা নয় কারাদণ্ডে দণ্ডিত করুন। বৈষম্য বিরোধী ছাত্র আন্দোলনের ছাত্র-জনতার দ্রুত উন্নত চিকিৎসার ব্যবস্থা করুন। ব্যক্তি পূজায় লিপ্ত না হয়ে অন্যায়কে অন্যায় এবং ন্যায়কে ন্যায় বলার সৎ সাহস থাকতে হবে। আল্লাহ তায়ালা ছাড় দেন কিন্তু ছেড়ে দেন না। দেশ স্বাধীন হওয়ার আগের মন্তব্য আর এখনো একই দাবি। বাসের যাত্রীরা দশজনের বেশি দাঁড়িয়ে যেতে পারবে না। বাসের সংস্কার চাই এটাই দাবি। রাষ্ট্রের সংস্কার চাই। মৃত্যু আর আত্মহত্যা যদি জায়েজ হতো তাহলে প্রত্যেক ঘরে থেকেই লাশের গন্ধ ভেসে আসতো। ছোট্ট একটা দেশে আল্লাহর এত রহমত থাকা সত্ত্বেও সিন্ডিকেট, দুর্নীতি, বাজারের উর্ধ্বগতি, দেশে গ্যাসের খনি থাকলেও উচ্চ মূল্যে গ্যাস কেনা। দেশের টাকা দেশে নেই, আছে বিদেশি সুইস ব্যাংকে আর বেগম পাড়ায়। স্বাধীন রাষ্ট্রে আমরা এক প্রকার জিম্মি। ধিক্কার জানাই এই রাষ্ট্র ব্যবস্থাকে যেখানে শ্রমের কোনো মূল্য নেই, যেখানে সাধারণ জনগণের দুঃখ-দুর্দশা, দুর্ভোগ ছাড়া আর কিছুই নেই। ধিক্কার জানাই অসাধু, লোভী ব্যবসায়ীদের। হে আল্লাহ আপনার কাছে বিচার দিলাম। পৃথিবীর সকল ভালো মনের মানুষ সর্বদা ভালো থাকুক। আর বাকি মানুষের মনে আল্লাহ তায়ালা সঠিক বুঝ দান করুন। মানুষের প্রতি মানুষের ভালোবাসা বাড়ুক। একে অপরকে মানুষ সম্মান ও শ্রদ্ধা করতে জানুক, কাউকে ছোট করতে নয়। হাডুডু বাংলাদেশের জাতীয় খেলা, তাই সৎভাবে ভালো কাজ করে এগিয়ে গেলেও পা ধরে টানাটানি করে নিচে নামিয়ে দেওয়া এদেশের মানুষের অভ্যাস। ফরমালিনযুক্ত সময়ের আগে অপরিপক্ক ফল-মূল থেকে বিরত থাকুন। ফরমালিন মুক্ত বাংলাদেশ গড়ুন। পাপ বাবকেও ছাড়বে না, কর্মের ফল ভোগ করতেই হবে। ভেজাল মুক্ত দেশ গড়ি, পৃথিবীতে বেঁচে থাকা এবং মৃত্যুর মাঝে ভালো কাজ করি, কল্যাণমূলক কাজ করি, একে অপরকে সহযোগিতা করি, এর দ্বারা মনকে প্রশান্ত করি। আমাদের দেশকে আমরাই রক্ষা করব ইনশাআল্লাহ, প্রত্যেক মুসলিম উম্মাহদের প্রতি অসুস্থ অপমান লাঞ্ছনা বৃথা হতে দেব না। দেশীয় পণ্য কিনে হই ধন্য, দেশের টাকা দেশে রেখে দেশকে করি সমৃদ্ধ, পণ্যের মান বজায় রেখে স্বাস্থ্য সুরক্ষা ও দেশের সুনাম ছড়িয়ে পড়ুক। কট্টরপন্থীদের বয়কট, বর্বর ইসরাইলের পণ্য বয়কট, ভারতীয় পণ্য বয়কট। সকল শিক্ষা প্রতিষ্ঠান থেকে ছাত্র রাজনীতি চিরতরে নিষিদ্ধ করার দাবি জানাই। সোনার টুকরো ছেলে-মেয়েরা মায়ের বুকে বেড়ে উঠুক, সন্তান হারানোর যন্ত্রণা থেকে রেহাই পাক মা-বাবা। সুশিক্ষায় শিক্ষিত হোক, দেশে ও জাতির কল্যাণ বয়ে আনুক। সাধারণ মানুষদের জিম্মি করে ফেলেছে, এখানে প্রশাসন ঘুমিয়ে আছে। ধর্ষকের বিচার চাই, ধর্ষকের মৃত্যুদণ্ড চাই। গাছ লাগান পরিবেশ বাঁচান। বেকারত্বের মতো বিভীষিকাময় দুর্ভিষহ যন্ত্রণা থেকে মুক্তি পাক প্রতিটা ঘরে ঘরে। আত্মনির্ভরশীল হোক প্রিয় মাতৃভূমির মানুষগুলো।",negative,n/a,n/a,low,
এদের মাথায় ডিম ভাঙা দরকার।,negative,n/a,n/a,n/a,
এল।,neutral,n/a,n/a,n/a,
এম।,neutral,n/a,n/a,n/a,
আলহামদুলিল্লাহ।,positive,n/a,n/a,n/a,
কৃষকের কাছ থেকে সরাসরি দেশের বিভিন্ন ছোট/বড় বাজারে সরকারকে সাপ্লাইয়ের ব্যবস্থা করে দিতে হবে। তা না হলে এদের অসাধু ব্যবসায়ী থামানো সম্ভব না। মানুষের মনুষ্যত্ব বলে আর কিছু নেই এখন। মানে এদেরকে থামানোর একটাই সমাধান; কৃষক থেকে দাম নির্ধারণ করে সরাসরি বিক্রেতার কাছে পৌঁছাই দিতে হবে সরকার নির্ধারিত প্রতিনিধিদের সাপ্লাইয়ার হিসাবে। বাজারদর অ্যাপটি খুবই কার্যকরী হবে। কৃষক থেকে সকল সবজির দাম জেনে এই অ্যাপে রেগুলার তালিকা করে দেওয়া থাকবে আর তা ভোক্তারা দেখে বাজার করতে পারবেন খুচরা বিক্রেতার কাছ থেকে। বাজারদর অ্যাপের ডেভেলপারের সাথে উপদেষ্টাদের দ্রুত কথা বলা উচিত।,neutral,n/a,n/a,n/a,
খাদ্যদ্রব্য নিয়ে যারা সিন্ডিকেট করে তাদের সর্বোচ্চ পাঁচ বছর জেল দিতে হবে এবং লাইসেন্স বাতিল করা হোক।,negative,n/a,n/a,n/a,
"বাংলাদেশে ন্যায্যমূল্যে কৃষিপণ্য বিক্রয় কার্যক্রম বাস্তবায়নের জন্য নিম্নলিখিত ধাপে ধাপে কার্যক্রম গ্রহণ করা যেতে পারে: ১. কৃষকের সাথে সরাসরি সংযোগ স্থাপন। কৃষক সমিতি বা সমবায় গঠন: তৃণমূল পর্যায়ে কৃষকদের নিয়ে সমিতি বা সমবায় ভিত্তিক গোষ্ঠী গঠন করতে হবে। এতে করে মধ্যস্বত্বভোগী ছাড়াই সরাসরি কৃষকদের কাছ থেকে পণ্য সংগ্রহ করা যাবে। ডিজিটাল প্ল্যাটফর্ম তৈরি: ফসল ডট কম বা অনুরূপ একটি ডিজিটাল প্ল্যাটফর্ম তৈরি করতে হবে, যেখানে কৃষকরা সরাসরি তাদের পণ্য বিক্রি করতে পারবেন। ২. সরকারি সমর্থন ও সহযোগিতা। সরকারি সহায়তা ও ভর্তুকি: সরকারকে কৃষিপণ্য পরিবহনের জন্য প্রয়োজনীয় ভর্তুকি প্রদান করতে হবে, যাতে পরিবহন খরচ কমে আসে। লজিস্টিক সাপোর্ট: সরকারকে নিরাপত্তা এবং পরিবহন ব্যবস্থাপনার মতো লজিস্টিক সহযোগিতা প্রদান করতে হবে, বিশেষ করে দূরবর্তী এলাকার কৃষকদের জন্য। ন্যায্য বাজারের স্থাপন: সিটি কর্পোরেশন ও পৌরসভা পর্যায়ে নির্দিষ্ট বাজার তৈরি করতে হবে, যেখানে সরকারি নীতি অনুযায়ী ন্যায্যমূল্যে কৃষিপণ্য বিক্রি করা হবে। ৩. বাজার সিন্ডিকেট নিয়ন্ত্রণ। বাজার তদারকি টাস্কফোর্স গঠন: বাজার সিন্ডিকেট এবং অযাচিত মুনাফা নিয়ন্ত্রণের জন্য একটি সরকারি টাস্কফোর্স গঠন করতে হবে, যারা বাজারের তদারকি করবে। শক্তিশালী আইন প্রয়োগ: চাঁদাবাজি, সিন্ডিকেট ও অসাধু ব্যবসায়ীদের বিরুদ্ধে কঠোর আইন প্রয়োগ করতে হবে। ৪. ভোক্তাদের জন্য সুবিধা নিশ্চিতকরণ। পণ্য বিতরণ কেন্দ্র: ঢাকাসহ বড় শহরগুলোতে বিভিন্ন স্থানে পণ্য বিতরণের জন্য নির্দিষ্ট কেন্দ্র বা স্পট তৈরি করতে হবে। এটি জনগণকে সহজেই ন্যায্যমূল্যে পণ্য ক্রয়ের সুযোগ দেবে। মোবাইল শপ বা ভ্রাম্যমাণ দোকান: দূরবর্তী গ্রাম ও শহরের মানুষের জন্য মোবাইল শপ বা ভ্রাম্যমাণ ট্রাকে ন্যায্যমূল্যে পণ্য বিক্রির ব্যবস্থা করা যেতে পারে। ৫. টেকসই সরবরাহ ব্যবস্থা গঠন। সরবরাহ শৃঙ্খলা উন্নয়ন: কৃষিপণ্য উৎপাদন থেকে বাজারজাতকরণ পর্যন্ত একটি কার্যকরী সরবরাহ ব্যবস্থা তৈরি করতে হবে, যাতে কৃষিপণ্য তাজা থাকে এবং সময়মতো বাজারে পৌঁছায়। কোল্ড স্টোরেজ ব্যবস্থাপনা: দ্রুত নষ্ট হয়ে যায় এমন কৃষিপণ্যের জন্য কোল্ড স্টোরেজ সুবিধা বাড়াতে হবে, যাতে দীর্ঘ সময় ধরে পণ্য সংরক্ষণ করা যায়। ৬. সচেতনতা ও প্রশিক্ষণ। কৃষকদের প্রশিক্ষণ: কৃষকদের উৎপাদন খরচ কমানোর জন্য আধুনিক প্রযুক্তি এবং কৃষি পদ্ধতি নিয়ে প্রশিক্ষণ দিতে হবে। ভোক্তা সচেতনতা: ভোক্তাদের মধ্যে ন্যায্যমূল্য এবং পণ্য উৎপাদন সম্পর্কে সচেতনতা বৃদ্ধি করতে হবে, যাতে তারা সচেতনভাবে পণ্য কিনতে পারে। ৭. নিয়মিত মনিটরিং ও মূল্যায়ন। নিয়মিত মূল্যায়ন: পুরো কার্যক্রমের কার্যকারিতা এবং সফলতা নির্ধারণের জন্য নিয়মিতভাবে মূল্যায়ন করতে হবে। বাজার পরিস্থিতি, কৃষকদের চাহিদা এবং ভোক্তাদের সন্তুষ্টি মনিটর করতে হবে। ফিডব্যাক সিস্টেম: কৃষক ও ভোক্তাদের মতামত নিয়ে নিয়মিত উন্নয়নমূলক পদক্ষেপ নিতে হবে। এই স্টেপগুলো অনুসরণ করলে বাংলাদেশে ন্যায্যমূল্যে কৃষিপণ্য বিক্রয় কার্যক্রম সফলভাবে বাস্তবায়ন করা সম্ভব হবে।",neutral,n/a,n/a,n/a,
১. ফিডের দাম কমাতে হবে। ফিডের সিন্ডিকেট ভাঙতে হবে। যারা এই ফিডের সিন্ডিকেটের সাথে জড়িত তাদের ব্যবসার লাইসেন্স বাতিল এবং ব্যাংক অ্যাকাউন্ট ফ্রিজ করতে হবে। ২. ডিমের দাম কারা নিয়ন্ত্রণ করে তাদের ধরতে হবে এবং এই জায়গায় কাজী ফার্মস অন্যতম। কাজী ফার্মসে তদন্ত করার জোর দাবি জানাচ্ছি। দ্রুত ডিমের দাম আট থেকে নয় টাকার মাঝে না নিয়ে আসলে এই সরকারের উপর মানুষ আস্থা হারিয়ে ফেলবে।,negative,n/a,n/a,low,
এদের মতো ব্যবসায়ীদের লাইসেন্স স্থায়ীভাবে বাতিল সহ জেলের ব্যবস্থা করতে হবে। এবং ঐ ব্যক্তি সংশ্লিষ্ট কেউ যাতে আর এই ব্যবসায় না করতে পারে সেই আইন না করলে খাদ্যে শৃঙ্খলা আসবে না। শৃঙ্খলা সত্যিই আসবে না।,negative,n/a,n/a,n/a,
পোল্ট্রি ফিডে যারা অতিরিক্ত চৌদ্দ থেকে পনেরো টাকা কেজিতে মুনাফা করছে তাদেরকে কবে আইনের আওতায় আনা হবে? একটি ডিম হতে বাচ্চা ফুটার পরে তার দাম হয়ে যায় আশি থেকে একশ টাকা। এই অযৌক্তিক মূল্য নির্ধারণ যারা করে এবং পঁচিশ থেকে ত্রিশ টাকার ব্রয়লার বাচ্চাকে যারা পঞ্চাশ থেকে ষাট টাকা দিয়ে বিক্রি করে তারা কি সবাই আইনের উর্ধ্বে?,negative,n/a,n/a,low,
"আমরা খামারিদের ফিড, বাচ্চা, মেডিসিনের সিন্ডিকেট ক্রমাগত শক্তিশালী হয়ে উঠছে, এই দিকে কারো খেয়াল নেই।",negative,n/a,n/a,n/a,
বাংলাদেশ সরকারের চেয়ারে যে বসে সেই লোক কর্পোরেট কোম্পানির সাথে মিলে দুর্নীতি শুরু করে।,negative,n/a,n/a,n/a,
"জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর, আশুলিয়া অঞ্চলে আজকেও (তারিখ: আঠারো অক্টোবর দুই হাজার চব্বিশ) ডিম তেরো দশমিক পঁচাত্তর টাকা পিস খুচরা বিক্রি হচ্ছে। যেখানে বলা হয়েছে সর্বোচ্চ বারো টাকা খুচরা বাজারে ডিম বিক্রি করতে।",negative,n/a,n/a,low,
বাজার নিয়ন্ত্রণ করতে পারছেন না কেন? প্রতিবন্ধকতা কি? ব্যাখ্যা দিতে হবে।,negative,n/a,slow,n/a,
"প্রাইভেট কোম্পানিগুলোতে কাগজে কলমে কর্মীদের অনেক ছুটি দেখালেও আসলে ছুটি চাইতে গেলে ভাগ্যে মেলে ট্রান্সফার কিংবা ডিমোশন, এ বিষয়ে শ্রম অধিদপ্তর কি ধরনের পদক্ষেপ নেবে, দয়া করে জানাবেন।",negative,n/a,n/a,n/a,
অনলাইনের অভিযোগগুলো দ্রুত দেখুন দয়া করে।,neutral,n/a,fast,n/a,
"মেসার্স কৃষি বীজ ভান্ডার, দোলোগুনী, চিতলমারী, প্রোপ্রাইটর: মতিউর ফারুক শেখ। তিনি এক্সপার্ট এগ্রিকেয়ার ইমপোর্ট অ্যান্ড এক্সপোর্ট লিমিটেডের পণ্য বিক্রি করেন। ঐ কোম্পানির বেশিরভাগ পণ্য মানহীন, নিবন্ধনহীন। তদন্তের অনুরোধ জানাচ্ছি। সেজল, সেটটপ, এটোজিম, সিওজেব আরও অনেক পণ্য নিবন্ধনহীন।",negative,n/a,n/a,n/a,
আল এমরান।,neutral,n/a,n/a,n/a,
ভোক্তা আমি হাসলাম হি হি হি।,negative,n/a,n/a,n/a,
"কোনো মাগির ছেলেরা হা হা দেয়, তোদের পিছনে কি অতিরিক্ত ক্রিমের জমা হয়ে গেছে নাকি, বের করার টেকনিক কিন্তু আমাদের জানা আছে।",negative,n/a,n/a,n/a,
ওদের হাত ধরে বাংলাদেশের মালামাল পূর্ণ দাম কমে যাবে ইনশাআল্লাহ।,positive,n/a,n/a,n/a,
"ঢাকা, গাজীপুর, নারায়ণগঞ্জে উন্মুক্ত বাজার ব্যবস্থা করলে কম দামে কেনাবেচা হবে। আড়তে কাঁচামাল বেচাকেনা বন্ধ করতে হবে।",neutral,n/a,n/a,n/a,
"প্রিয় মহোদয়, সালাম নিবেন। বাসাবো, ঢাকা এলাকায় কয়েক মাস যাবৎ ব্যাপক লোডশেডিং হচ্ছে। সম্প্রতি এই এলাকায় সাপ্তাহিক ছুটির দিন এমনকি যেকোনো সরকারি ছুটির দিনেও ভয়াবহ লোডশেডিং হচ্ছে। আজ শুক্রবার উনিশ অক্টোবর দুই হাজার চব্বিশ তারিখে সারাদিন অসহনীয় লোডশেডিং হচ্ছে। বর্তমানে আমাদের জানামতে দেশের বিদ্যুৎ উৎপাদন অনেক ভালো। তথাপি কেন আমাদের জনগণের এত দুর্ভোগ পোহাতে হচ্ছে? সংশ্লিষ্ট কর্তৃপক্ষের নিকট এই সমস্যা সমাধানের জন্য এলাকাবাসীর পক্ষ থেকে আপনাদের নিকট বিনীত আহ্বান জানাচ্ছি।",negative,n/a,n/a,n/a,
"সবার দৃষ্টি আকর্ষণ করছি। বিগত দিনে আপনারা জানতে পেরেছেন দেশের শীর্ষ ঋণ খেলাপি এস আলম গ্রুপ লক্ষ লক্ষ কোটি টাকা দেশের বাইরে পাচার করেছে। এরই মধ্যে এস আলম গ্রুপ দেশকে অস্তিত্বশীল করার জন্য অনেক ধরনের পাইতারা করছে। এর মধ্যে অন্যতম হলো দেশের নিত্যপণ্যের বাজার অস্থিতিশীল করে তোলে দেশের আঠারো কোটি মানুষকে ভোগান্তিতে ফেলে হাজার হাজার কোটি টাকা হাতিয়ে নিচ্ছে। তাই এরই মধ্যে তার সক্রিয় একটি সিন্ডিকেট গোষ্ঠীকে বাংলাদেশের বৃহৎ পাইকারি বাজার চট্টগ্রাম খাতুনগঞ্জে লেলিয়ে দিয়েছে। এই অসাধু সিন্ডিকেট গোষ্ঠীটি প্রচুর পরিমাণে অবৈধভাবে নিত্য প্রয়োজনীয় খাদ্যপণ্য সাপ্লাই অর্ডার এবং খাদ্যপণ্য মজুদের মাধ্যমে পণ্যের দাম প্রতিনিয়ত অস্বাভাবিকভাবে বাড়িয়ে তুলছে। এই চক্রটি বিগত দশ দিনে পাইকারি বাজারে পাম/সুপার/সয়াবিন তেল মন প্রতি চৌদ্দশ থেকে পনেরোশ টাকা (লিটার প্রতি পঁয়ত্রিশ থেকে চল্লিশ টাকা), চিনি মন প্রতি তিনশ থেকে চারশ টাকা (কেজি প্রতি দশ থেকে পনেরো টাকা) এবং মসল্লা জাতীয় সকল পণ্য কেজি প্রতি সাতশ থেকে আটশ টাকা পর্যন্ত বাড়িয়েছে যেটার প্রভাব অতি শীঘ্রই খুচরা পর্যায়ে পড়বে বলে অনুমান করা হচ্ছে। এছাড়া এই অসাধু সিন্ডিকেটটি অনেকদিন ধরে আটা-ময়দা, গম, চিনির বাজার ঊর্ধ্বমুখী করে রেখেছে। এতে করে দেশের নিম্ন আয়ের মানুষ এবং সর্বসাধারণ জনগণ জীবনযাত্রায় দ্রব্যমূল্যের ঊর্ধ্বগতির কারণে প্রতিনিয়ত হিমশিম খাচ্ছে। এছাড়া এই দুষ্কৃতিকারী চক্রটি বিভিন্নভাবে ব্যাংক থেকে লোন নিয়ে বিগত কয়েক মাসে দেড় হাজার কোটি টাকার বেশি দেশের বাইরে পাচার করেছে। তাই অতি দ্রুত ছাত্র-জনতা, প্রশাসন এবং সেনাবাহিনী একত্রে মিলিত হয়ে এই অসাধু সিন্ডিকেটটি ভেঙে দিয়ে এদের আইনের আওতায় আনা অত্যন্ত প্রয়োজন। বিঃদ্রঃ - মাঝিরঘাট এবং খাতুনগঞ্জে কয়েকটি মার্কেটের ভেতরে বড় বড় অনেকগুলো গোডাউন রয়েছে, প্রায় সময় এই সিন্ডিকেট ব্যবসায়ীরা পণ্যগুলো ওখানে মজুদ করে পুরো বাংলাদেশের এইসব পণ্যের দাম নিয়ন্ত্রণ করে থাকে।",negative,n/a,n/a,low,
সকল জনগণ সরকারি স্থানগুলোতে বাজার করুন। সিন্ডিকেট এমনিতেই ভেঙে যাবে। ইনশাআল্লাহ।,positive,n/a,n/a,n/a,
"একমাত্র সংখ্যানুপাতিক প্রতিনিধিত্ব পদ্ধতিতে নির্বাচন ও সংসদ ব্যবস্থা চালু হলে এসব সমস্যার সমাধান সহজেই সম্ভব। দানব থেকে মানবিক বাংলাদেশ গঠনে পিআর পদ্ধতি একটা ম্যাজিক। আমেরিকা, ইউরোপের শতাধিক দেশ এই পদ্ধতি ব্যবহার করে সবচেয়ে আধুনিক দেশ হিসেবে আজ মাথা উঁচু করে দাঁড়িয়ে আছে। যদি একশ ভাগ গণচাওয়াকে প্রাধান্য দিয়ে আগামী জাতীয় সংসদ নির্বাচন চান তবে সংখ্যানুপাতিক পদ্ধতি",positive,n/a,n/a,n/a,
খুব তাড়াতাড়ি দ্রব্য মূল্য নিয়ন্ত্রণে কার্যকর পদক্ষেপ গ্রহণ করুন। মানুষ অতিষ্ট হয়ে যাচ্ছে।,negative,n/a,slow,n/a,
কাঁচা মরিচের দাম তো দেখি আগের মতোই আছে তাহলে আমদানি করে লাভ কী? ৩৬০ টাকা কেজি।,negative,n/a,n/a,low,
এসব ফাজলামো ছাড়া আর কিছু না।,negative,n/a,n/a,n/a,
"আসলেই কি নিত্যপ্রয়োজনীয় দ্রব্যের চড়া দামের কারণ সিন্ডিকেট? মানছি সিন্ডিকেট দায়ী। কিন্তু আরও কতগুলো কারণ আছে যেগুলো আমাদের অনুধাবন করা উচিত। ডলার দাম বৃদ্ধি: যে ডলার রেট ছিল ২০২০ সালে ৮৪ টাকা আজ তা ১২০ টাকা। অর্থাৎ ধরুন, আমি ২০২০ সালে ৮৪ টাকা দিয়ে যে পেঁয়াজ বিদেশ থেকে আনছি আজ সেই পেঁয়াজ আনতে গুনতে হচ্ছে ১২০ টাকা। তাহলে আমি কি ১২০ টাকার নিচে বিক্রি করব? সার ও কীটনাশক দাম বৃদ্ধি: ২০২০ সালেও রাসায়নিক সার ছিল ১০-১২ টাকা কেজির ভিতর। কিন্তু আজ সেই রাসায়নিক সার ৩০ টাকা প্রতি কেজি। ফসল উৎপাদন করতে যে কত শত কেজি রাসায়নিক সারের দরকার হয় কৃষক ছাড়া আর কে বুঝবে? ডলার দাম বৃদ্ধি কারণে কীটনাশক দামও ডাবল বেড়ে গেছে। তাই কৃষকরা কি কম দামে বিক্রি করবে? জমি লিজ ও আবহাওয়া: ৩ বছর আগেও ১ বিঘা জমি লিজ ছিল ১২০০০ টাকা। আজ তা ৪০০০০ টাকা বিঘা। অতিরিক্ত কৃষকের কত ক্ষতি। আর অতি বৃষ্টি তো লেগেই থাকে। বন্যা তো আছেই। ভালো বীজের ঘাটতি: ভারতে বিঘা প্রতি ফলন ডাবল হয় ভালো বীজের কারণে। কিন্তু এদেশে ভালো বীজ থাকলেও প্রচুর দাম। শ্রমিক মূল্য ও সেচ ও চাষ: ৩-৪ বছর আগেও মাঠের শ্রমিক মূল্য ছিল ২৫০ টাকা। আজ ৫০০-৭০০ টাকা। পানি সেচ ও চাষ খরচ ডাবল করেছে। পরিশেষ, একটা কথা বলব। বাজার মনিটরিং থেকে বেশি দরকার এই সমস্যাগুলোর সমাধান করা। তবেই দাম কমবে নিত্যপ্রয়োজনীয় খাবারের।",neutral,n/a,n/a,low,
"আপনাদেরকে বারবার বলছি জরিমানা করলে হবে না, সঙ্গে জেল দিতে হবে, অন্যথায় এই চক্রকে রোধ করা কঠিন হবে আপনাদের প্রচেষ্টা ব্যর্থ হবে।",negative,n/a,n/a,n/a,
টাঙ্গাইল থেকে সবকিছু বেচে কিনে ঢাকায় গিয়ে বাসা ভাড়া করে থাকবো।,neutral,n/a,n/a,n/a,
খুবই সময়োপযোগী পদক্ষেপ। জাযাকাল্লাহ।,positive,n/a,n/a,n/a,
"মেসার্স কৃষি বীজ ভান্ডার, দোলোগুনী, চিতলমারী, প্রোপ্রাইটর: মতিউর ফারুক শেখ। তিনি এক্সপার্ট এগ্রিকেয়ার ইমপোর্ট অ্যান্ড এক্সপোর্ট লিমিটেডের পণ্য বিক্রি করেন। ঐ কোম্পানির বেশিরভাগ পণ্য মানহীন, নিবন্ধনহীন। তদন্তের অনুরোধ জানাচ্ছি। সেজল, সেটটপ, এটোজিম, সিওজেব আরও অনেক পণ্য নিবন্ধনহীন।",negative,n/a,n/a,n/a,
প্রতিবাদ ট্রাকের লোকেশন মোবাইলে যেন দেখা যায়।,neutral,n/a,n/a,n/a,
আপনারা কারণ বাজারে ভালো করে অভিযান চালান না পারলে আমাদেরকে দায়িত্ব দেন জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর।,negative,n/a,slow,n/a,
"আকর্ষণীয় প্যাকেজে ওমরাহ বুকিং চলছে। বিস্তারিত: ০১৮১৮৩০৪৯৬২। হজ্জ ২০২৫ প্রাক নিবন্ধন চলছে। নিবন্ধন ফি: ৩০০০০ টাকা। প্যাকেজে: ইকোনমি, স্টান্ডার্ড এবং ভিআইপি প্যাকেজের সুবিধা। প্যাকেজে যা থাকছে: হজ্জ প্রশিক্ষণ, ভিসা, টিকেট, হোটেল, খাবার, ট্রান্সপোর্ট, জিয়ারাহ, সিটি ট্যুর, হেলথ ইন্সুরেন্স ইত্যাদি। ধন্যবাদান্তে: আল ইসলাম হজ্জ অ্যান্ড ওমরাহ গ্রুপ, ৪৫ পুরানা পল্টন, ঢাকা।",neutral,n/a,n/a,n/a,
ভালো উদ্যোগ।,positive,n/a,n/a,n/a,
খুব ভালো।,positive,n/a,n/a,n/a,
