text,sentiment,eof,responsiveness,accuracy
এই প্রোজেক্টটি কি চলমান থাকবে নাকি বন্ধ হয়ে যাবে?, neutral, na, na, na
"সব জায়গায় হরিলুট, জনগণের মাল দিয়া মেশানো হচ্ছে", negative, na, na, high
সকল আমলার চাকরি না করা উচিত, negative, na, na, high
ঋণ নিয়ে এসব হরিলুটের প্রজেক্ট করে টাকা পাচার করছে, negative, na, na, low
হাসিনার ক্ষমতা দখলের একমাত্র লক্ষ্য ছিলো তার পরিবারকে যারা হত্যা করেছিল তাদের হত্যা করা, negative, na, na, na
এদের কারো ভবিষ্যৎ প্রজন্ম বাংলাদেশে নেই, negative, na, na, na
বাংলাদেশকে এরা মনে প্রাণে ঘৃণা করে, negative, na, na, na
কিছু সুবিধালোভী চাটুকার সম্প্রদায় এদেরকে ক্ষমতার কেন্দ্রে নিয়ে গেছে, negative, na, na, na
"হাসিনা দেশের যে ক্ষতি করেছে, আগামী শতকেও এর প্রভাব থেকে যাবে", negative, na, na, high
এদের বিচার বাংলাদেশে করতেই হবে, neutral, na, na, high
আওমিলীগ ও হাসিনার পরিবার দেশকে বাংলাদেশ হিসেবে মেনে নিতে পারেনি, negative, na, na, na
"স্বৈরশাসক হাসিনার হাজার হাজার মানুষ খুন, বিলিয়ন বিলিয়ন ডলার চুরি ও পাচার", negative, na, na, low
প্রকল্পের নামগুলো বদনাম করার জন্য এসব রিপোর্ট করা হয়, negative, na, na, moderate
মেজর ডালিম সহ সেই পরিবারকে হত্যা করেছে, negative, na, na, na
দেখুন জনগণ নিজের জীবন দিয়ে দেশকে বাঁচিয়েছে, positive, na, fast, na
আফসোস লীগ বলবে - দেখিরো মেধাবী ছাত্ররা কিভাবে কম্পিউটার চালায়, negative, moderate, na, na
"শেখ পরিবারের নাম নিশানা নিশ্চিহ্ন করা উচিত, এরা দেশের শত্রু", negative, na, na, na
সব সচিব এবং কর্মকর্তা সবাইকে আইনের আওতায় আনা দরকার এবং শেখ হাসিনার বিচার হতে হবে, negative, na, na, high
নিজের পরিবারের নাম ব্যবহার করা হয়েছে স্বার্থ উদ্ধারের জন্য, negative, na, na, moderate
"হাসিনা দেশটাকে ধ্বংস করে দিয়েছে, তাও আওয়ামীলীগ এর লোকজন এগুলো দেখে না", negative, na, slow, na
দুর্নীতি দরিদ্র দ্বারা পরিশোধ করা হয়, negative, na, na, moderate
দুর্নীতিবাজ সব সচিবকে বিচারের আওতায় আনা হোক, negative, na, na, high
লুটপাট করে সব শেষ করে দিয়েছে, negative, na, na, low
আমি দেখছি ল্যাপটপগুলো একবারে লো কোয়ালিটি, negative, low, na, moderate
মেজর ডালিম সাহেব এই দুই বিচ্চু কেন রাখেন, negative, na, na, na
"ল্যাপটপের কনফিগারেশন দেখেছি, কম বাজেট, কিন্তু বিল করার সময় কতটা লুট হচ্ছে কে জানে", negative, low, na, low
হায়রে উন্নয়ন, negative, na, na, na
"আপনারা যারা মিডিয়াকে মাথায় তুলছেন, ভুলে যাবেন না তাদের অতীত কি ছিলো", neutral, na, na, high
"আমাদের দেশে নাতি-কাতি, আমরা জানি নিজেদের একাউন্টে টাকা রাখা অন্যায়", negative, na, na, high
এই কীটপতঙ্গের সাজার পূর্বে পরিবারের সদস্যদের ব্যবস্থা করা জরুরি, negative, na, na, na
শেখ রাসেল নিহত হলেও পরবর্তীতে প্রেতাত্মারূপে ফিরে আসে, neutral, na, na, na
"এইসব বন্ধ করা উচিত, এবং সব কিছু শেখের নামে কেন?", negative, na, na, na
অনেক ভাইবোন এখনো সুস্থ হয়ে উঠেনি এবং এক্সাম দেওয়ার মতো মানসিকতা নেই, negative, low, na, na
"কাউকে ছাড় দেওয়া হবে না, পুরো দেশ সংস্কার না হওয়া পর্যন্ত সবাইকে ধৈর্য ধরে পাশে থাকার অনুরোধ", neutral, na, na, na
দাড়িটা রাখলে আরও ভালো লাগবে, positive, na, na, na
"ভিডিওতে অনলাইন এডুকেশন বিজয়ী হয়েছে, অনলাইন এডুকেশন ভালো, তবে বুদ্ধিমানের মতো ব্যবহার করতে হবে", positive, high, fast, high
"দাঁড়ি রাখা ওয়াজিব, না রাখলে গুনাহ হবে", neutral, na, na, na
আপনি কি অনলাইনে পড়ান?, neutral, na, na, na
"যদি আমার ছেলেকে আপনার কাছে পড়াতাম, সেই তেজগাঁও সরকারি বিজ্ঞান কলেজে একাদশ শ্রেণিতে পড়ে", neutral, na, na, na
"ধন্যবাদ আপনাকে এত সুন্দর মূল্যবান মতামত দেওয়ার জন্য, আমি নিজে সিদ্ধান্ত নিতে পারতাম না, অবশেষে অনলাইনে পড়ার সিদ্ধান্ত নিলাম", positive, high, na, high
"সার আপনি যে বলতাসেন যে সার দের কাছে পড়ার কথা কিন্তু আমরা BUET, মেডিকেল, DU এর মতো সার দের কাছে পড়তে চাই, তারা কিভাবে মনিটরিং করবে?", neutral, na, na, na
আর তাদের কাছে পড়ার টেকনিকটা লিখিয়ে দিন অনুগ্রহ করে, neutral, high, fast, high
সাবাস, positive, na, na, na
আমার কাছে অনলাইনই সেরা। আমি আগে অফলাইনে পড়তাম। এখন অনলাইনে পড়ে বুঝতেছি অফলাইনে আমি শুধু সময় নষ্ট করছিলাম, positive, high, fast, high
সার কিভাবে অনলাইন-অফলাইন ক্লাসে যোগ দেব, neutral, na, na, na
আল্লাহ যেন আপনাকে আরো জ্ঞান বাড়িয়ে দেন, positive, na, na, na
১০ মিনিট স্কুল, neutral, na, fast, na
ধন্যবাদ সার, positive, na, na, na
"স্যার আমার মনে হয় আপনার সামনে কোনো শিক্ষার্থী নেই, আপনি ভিডিও বানানোর জন্য অভিনয় করেন", negative, na, na, na
স্বপ্নদোষ বা অতিরিক্ত স্বপ্নদোষ নিয়ে বৈজ্ঞানিক ব্যাখ্যাসহ একটি ভিডিও দিন দয়া করে, neutral, na, fast, high
"মাশাআল্লাহ অসাধারণভাবে বুঝিয়েছেন, স্যার", positive, high, fast, high
স্যারের নেক হায়াত কামনা করছি, positive, na, na, na
"সার বন্ধুদের সাথে মজা করতেছেন, ব্লু কোট পরিবর্তন করুন", neutral, na, na, na
সম্পূর্ণ নাটক, negative, na, na, na
বাংলাদেশ বিশ্বের ধনী দেশ, positive, na, na, high
সার অসাধারণ, positive, na, fast, high
"আল্লাহ আপনার পাশে আছে, এগিয়ে যান", positive, na, fast, na
"মানুষের নজর লাগলে শরীরে যে প্রতিক্রিয়া হয়, সে সম্পর্কে বৈজ্ঞানিক ব্যাখ্যা জানতে চাই", neutral, na, na, high
আপনার ভিডিও অসাধারণ লাগে, positive, na, fast, high
আমি অনলাইন ক্লাস করি মেডিকেলের জন্য ভারতে, neutral, na, na, na
ভালো ধারণা, positive, high, na, high
"আমি আপনার সাথে সহমত পোষণ করলাম ভাইয়া, অসাধারণ", positive, na, na, high
আমি আপনাকে ভালোবাসি সার, positive, na, na, na
"ধন্যবাদ সার, অনেক উপকার হলো", positive, high, fast, high
"অনলাইনে মনে হয় ক্লাস করাতে চান, তাই অনলাইনের গুণগান, মোবাইল দিয়ে আবার পড়া যায়", positive, high, fast, high
"অনেক সুন্দর উপস্থাপন করলেন আপনি, স্যার", positive, high, fast, high
"বিশ্ববিদ্যালয়ের জন্য এখন থেকে কোন বই পড়তে হবে, অনুগ্রহ করে বলুন", neutral, high, fast, high
HSC এর শেষ প্রস্তুতি নিয়ে রোডম্যাপ, neutral, high, fast, high
সার দাঁড়ি রেখে দিন, positive, na, na, na
"ফিজিক্স কিভাবে পড়বো, অনুগ্রহ করে বলুন", neutral, high, na, high
আসসালামু আলাইকুম, neutral, na, na, na
"আলহামদুলিল্লাহ, শিক্ষার্থীদের জন্য ভালো পরামর্শ, ধন্যবাদ সার", positive, high, fast, high
আপনার সব ভিডিওতে কি শিক্ষার্থীরা থাকে?, neutral, na, na, na
"অসাধারণ বোঝানোর উপায় গল্পের মাধ্যমে, শুভকামনা", positive, na, na, high
থ্যাঙ্ক ইউ থ্যাঙ্ক ইউ স্যার, positive, na, na, na
"আস্সালামুআলাইকুম ওয়ারাহমাতুল্লাহ, যাজাকাল্লাহু খাইরান", positive, na, na, na
"এমন ভিডিও পাওয়ার জন্য সবসময় অপেক্ষায় থাকি, মন থেকে দোয়া ও ভালোবাসা স্যার", positive, na, fast, high
স্যার আমি সাহায্য চাই, neutral, na, fast, na
"স্যার অসাধারণ, আলহামদুলিল্লাহ সুন্দরভাবে বুঝাতে পারেন", positive, na, fast, high
আপনার কথা জীবনের সঙ্গে মিলে যায়, positive, na, na, high
অলাইকুমুসসালাম, neutral, na, na, na
দজ্জাল এর আগমন নিয়ে একটি ভিডিও দিন অনুগ্রহ করে, neutral, na, fast, high
ধন্যবাদ ২০২৩, neutral, na, na, na
"একটা ল্যাপটপের দাম কত হতে পারে, আশা করি বড় সমস্যা হবে না", neutral, na, na, na
সরকারের নতুন প্রোজেক্টে নিম্নমানের ল্যাপটপ আসবে যা ১ মাস পর অযোগ্য হবে, negative, low, na, low
এই প্রক্রিয়া দুর্নীতিমুক্ত হবে কি?, negative, low, na, low
"আমাদের জন্য কিছু করা হোক, আমরা বেকার", neutral, na, na, na
"টাকা পকেটে ঢুকানোর উপায়, শিক্ষা প্রতিষ্ঠান বন্ধ করে ল্যাব দিয়ে কি হবে?", negative, na, na, low
Instructory বাংলাদেশের প্রধান ই-লার্নিং প্ল্যাটফর্ম, positive, high, fast, high
Instructory বাংলাদেশের সবচেয়ে বড় ই-লার্নিং প্ল্যাটফর্ম, positive, high, fast, high
ইনস্ট্রাক্টরি #1 ই-লার্নিং প্ল্যাটফর্ম বাংলাদেশে, positive, high, fast, high
"শুভকামনা ইনস্ট্রাক্টরি, গর্বিত অংশ হতে", positive, na, fast, high
ই-লার্নিং প্ল্যাটফর্ম ইনস্ট্রাক্টরি সবচেয়ে ভালো, positive, high, fast, high
"আলহামদুলিল্লাহ, ইসলাম প্রিয় বন্ধুদের সহযোগিতায় ৫২০ জনের পরিবার নিয়ে পথ চলছি", positive, na, fast, high
বন্ধুরা কেমন আছেন? আশা করি অনেক ভালো আছেন। আলহামদুলিল্লাহ।, positive, na, na, na
"আসসালামু আলাইকুম। আলহামদুলিল্লাহ, আপনাদের দোয়ায় আমার আশা পূরণ হতে যাচ্ছে। সামান্য কিছু বন্ধু প্রয়োজন। আপনারা সহযোগিতা করবেন", positive, high, fast, high
রিফাত ভাই আমার ইনস্ট্রাক্টর, neutral, na, na, na
"পেটে খাবার ছিল না, তবুও মুখে হাসি ছিল। তিনি আমাদের প্রিয় নবী হজরত মুহাম্মদ (সাঃ)", positive, na, na, high
"ভিডিওতে যা দেখানো হয়েছে, তা বাস্তবতা নয়। বাংলাদেশের অনেক দূর যেতে হবে", neutral, na, na, moderate
"ভাই, ফেল করা সাবজেক্টে নাম্বার দেখানো হচ্ছে না", negative, na, na, low
কুমিল্লা বোর্ডে দেখা যাচ্ছে না কেন?, negative, na, na, low
"কেউ ফেল করলে কি তার নাম্বার দেখা যায় না, F ছাড়া", negative, na, na, low
"কোনো সাবজেক্ট ফেল হলে কি মার্ক দেখাবে, কেউ জানলে বলুন", negative, na, na, low
বাংলা প্রথম পেপার ও দ্বিতীয় পেপার CQ এবং MCQ আলাদা দেখা যায়?, neutral, na, na, na
ঢাকা বোর্ডে দেখা যায় না কেন?, negative, na, na, low
কুমিল্লা বোর্ডের টোটাল মার্ক কখন দেখা যাবে?, neutral, na, na, na
ধন্যবাদ ভাইয়া, positive, na, fast, high
"ভিউবাজ, শুধু এমসিকিউ দেখাচ্ছে, বাকিটা দেখাচ্ছে না", negative, na, slow, low
২০২২ সালের রেজাল্ট টোটাল মার্ক দেখা যাবে?, neutral, na, na, na
"ভাইয়া, তথ্য ফেল করছি, পরীক্ষা ভালো হয়েছে, এখন খাতায় কি টেলেন্ট ফেল করেছি তা দেখতে পারছি না, কুমিল্লা বোর্ডে রেজাল্ট দেখা যাচ্ছে না", negative, na, na, low
যশোর বোর্ড দেখা যাচ্ছে না, negative, na, na, low
ঢাকা বোর্ড দেখান, neutral, na, na, na
ফেল সাবজেক্টের ফলাফল কিভাবে দেখব?, negative, low, na, low
"ভাইয়া যেই বিষয়ে ফেল আসছে, ঐ বিষয়ের কি নাম্বার আসবে?", negative, na, na, low
ফেল সাবজেক্ট কিভাবে দেখব মার্ক?, negative, na, na, low
Sylhet বোর্ড দেখান, neutral, na, na, na
"যেটাই F এসেছে, সেটাই কিভাবে দেখব?", negative, na, na, low
জেসসোর বোর্ড লিঙ্ক দিন, neutral, na, fast, na
ঢাকা বোর্ড, neutral, na, na, na
কুমিল্লা বোর্ড কখন দিবে?, neutral, na, na, na
বরিশাল বোর্ড দেখা যায় না কেন?, negative, na, na, low
মোবাইল অপারেটরদের কাছে সরকার বিক্রি হচ্ছে, negative, na, slow, low
টাকার ভাগ বাটোয়ারা ছাড়া আর কি?, negative, na, na, low
ওয়াইফাই কইরে, neutral, na, na, na
ব্রডব্যান্ড বাদ দিয়ে কি সব দিচ্ছে, negative, na, na, low
চুরি করার ধান্দা, negative, na, na, low
"ইস্কুলের সাররা বেতন পায় সরকার থেকে, স্কুলের কাজ করা হয় সরকারি টাকায়", negative, na, na, low
রমজান মাসে যমুনা টেলিভিশনে হেফযুল কুরআন প্রতিযোগিতার আহ্বান জানাচ্ছি, positive, high, fast, high
আগামী বছর থেকে আপনার টেলিভিশনে কোরআন প্রতিযোগিতার আয়োজন হোক, positive, high, fast, high
"বাংলাদেশের হাফেজরা বিশ্বসেরা হাফেজ হতে চায়, একটি কোরআন প্রতিযোগিতার আয়োজন প্রয়োজন", positive, high, fast, high
"টাকা মেরে খাওয়া হবে, প্রকাশে বলার কেউ নেই", negative, na, na, low
হালাল পথে সম্পদ উপার্জনের ১০টি কোরআন ভিত্তিক উপায় ভিডিও, positive, na, na, high
"আগের শফৎ কত সুন্দর ছিল, আর এখন...", neutral, na, na, na
"আমার ডেইলি ৫ জিবি লাগে, নেট ২ ঘণ্টার মধ্যে শেষ হবে", negative, low, na, low
"চালাই মাসে ৭০ জিবি যায়, শিক্ষার্থীদের জন্য ২০ জিবি এর চেয়ে ভালো না দেওয়া", negative, low, na, low
কোনো সিদ্ধান্ত ভেবে চিন্তে নেওয়া হয়নি, negative, na, na, na
ভারতের দালালরা আমাদের শিক্ষা ব্যবস্থা নিয়ন্ত্রণ করে, negative, na, na, low
"টাকা মারার ধান্দা, মোবাইল সার্ভিস কিভাবে হয়, বলদ", negative, na, na, low
নওফেল চোর, negative, na, na, low
এখানে প্রাথমিক শিক্ষা অধিদপ্তর গ্রামীণফোনের সাথে সিন্ডিকেট তৈরি করেছে, negative, na, na, low
সব মাথা মোটা, neutral, na, na, na
প্রাথমিক শিক্ষা অধিদপ্তর নিশ্চিত গ্রামীণ থেকে মাল খেয়েছে, negative, na, na, low
"আমাদের এলাকায় ২০ জিবি ডাটা একদিনে শেষ হয়ে যাবে, কারেন্ট না থাকলে ৪জি থাকবে না", negative, low, na, low
সব সরকারি মোবাইল অপারেটর ব্যবহারে বাধ্যতামূলক করার ব্যবস্থা নেওয়া দরকার, neutral, na, na, low
বাংলাদেশে কিছু নেতার উপরে আশা করা যায় না, negative, na, na, low
ঘুষে সব কাজ হচ্ছে, negative, na, na, low
দৈনিক ২ জিবি করে মাসে ৬০ জিবি নেট ব্যবহার করি, neutral, na, na, na
তথ্য প্রযুক্তিতে কখনো দেশ এগোবে না, negative, na, na, low
"আলহামদুলিল্লাহ, ২টি ভিডিও আপলোড দিয়ে ৮ক+ সাবস্ক্রাইব হয়েছে, মাত্র ৩ জন দরকার দ্রুত ১টি সাবস্ক্রাইব করুন", positive, high, fast, high
নতুন ল্যাব অনুমোদন কবে দিবে?, neutral, na, na, na
জুনাইদ আহমেদ পলক ভাই, neutral, na, na, na
নন এমপিও শিক্ষকদের বেতন দিন, negative, na, na, low
এর পরে বিজ্ঞানাগারের নাম কি হবে ভাবছি, neutral, na, na, na
এর আগে সব মেডিকেলে ডিজিটাল ল্যাপ দেখেছেন জনগণ, positive, na, na, high
"ল্যাবগুলো করলে লাভ কি, যদি ব্যবহার না হয়, বাংলাদেশের স্কুল কলেজে কয়টা প্রতিষ্ঠানে সঠিকভাবে ল্যাব চালু?", neutral, na, na, moderate
"আসসালামু আলাইকুম। আলহামদুলিল্লাহ, আপনাদের দোয়ায় আশা পূরণ হচ্ছে, সামান্য কিছু বন্ধুর প্রয়োজন, সাহায্য কামনা করি", positive, high, fast, high
ডাঃ মুরাদের ঘনিষ্ঠ বন্ধু জনাব মন্ত্রী, neutral, na, na, na
"Keno tor game খেলতে চোখ পাইন করে না, PUBG খেলতে ভালো লাগছে", neutral, na, na, na
"বাংলাদেশ, অবল এর কারখানা", neutral, na, na, na
"শহরের তারা এই সুযোগ পায়, গ্রামের নেই", negative, low, na, low
"অনলাইন ক্লাসে বাচ্চাদের স্বাস্থ্যঝুকি বাড়বে, সকল ছাত্রছাত্রীর অনলাইন ক্লাসের সামর্থ্য নেই। যেসব ছাত্রছাত্রীর সামর্থ্য নেই, তারা কি বঞ্চিত হচ্ছেনা?", negative, high, na, high
বেটার ক্লাস, neutral, na, na, na
আমারও এই অবস্থা, neutral, na, na, na
"আমার খুব ইচ্ছে যে আমি একজন ইউটিউবার হব, কিন্তু কেউ আমাকে সমর্থন করছে না, আপনারা একটু সাহায্য করুন প্লিজ", positive, high, fast, high
"আমি একজন ছোট ইউটিউবার, আমার ২০০ সাবস্ক্রাইব দরকার, এখন ১৬৬, একটু সাহায্য করবেন", positive, high, fast, high
এইজন্য আমি অনলাইন ক্লাস করি না, negative, low, na, low
"পাপজি আর টিকটক দেখতে দেন, কোন সমস্যা হবে না। পড়াশোনার সময় সমস্যা হয়", neutral, na, na, na
"যত রোগ শোকে ভুগবে, আমরা কেউ করবে না", negative, na, na, low
অনলাইন ক্লাস বন্ধ করা হোক, negative, high, fast, high
"স্কুল যাতে বন্ধ থাকে পুরো বছর, সংক্রমণ ০ নেমে আসবে", positive, high, fast, high
স্টুডেন্ট সবাই আনমিউট করলে শব্দ কমে যায়, neutral, na, na, moderate
"আমি একজন ক্ষুদ্র ইউটিউবার, সাহায্য ছাড়া এক পা এগোতে পারব না, আপনারা বিনীতভাবে আমার চ্যানেল ঘুরে দেখুন", positive, high, fast, high
"জাতির কাছে প্রশ্ন, স্কুল ড্রেস পরে অনলাইন ক্লাস করলে কি লাভ হয়?", neutral, na, na, na
আমারও একই অবস্থা, neutral, na, na, na
"আমার চ্যানেল থেকে ঘুরে আসুন, ভালো লাগবে", positive, high, fast, high
"আসসালামু ওয়ালাইকুম, আমি একজন নতুন ভ্লগার। সাইকেল নিয়ে কষ্ট করে ভ্লগ করি, বুকে ক্যামেরা ফিট করে দেশের সুন্দর্য ইউটিউবে তুলে ধরি। প্লিজ সাহায্য করুন, সাবস্ক্রাইব করুন", positive, high, fast, high
"প্রিয় দینی ভাইরা, ইসলামিক ও সমসাময়িক বিষয় নিয়ে আলোচনা করি, ভিডিও চ্যানেল সাবস্ক্রাইব করুন", positive, high, fast, high
"যারা অনলাইনে কুরআন শিখতে চান, কমেন্ট করুন, ইনশাআল্লাহ কম খরচে শিখতে পারবেন", positive, high, fast, high
"সরকারকে বিনীত নিবেদন, ইন্টারনেটের খরচ কমান", positive, high, fast, high
"যে বিশ্ববিদ্যালয়ে ইঞ্জিনিয়ারিং পড়লে স্যার ইউটিউব লিঙ্ক দেন, সেখানে অনলাইন শিখতে হবে", neutral, na, na, na
অনুদান সত্যি দিবে? দিলে ভালো হবে, positive, na, na, high
HSC পরীক্ষা কখন হবে জানলে ভালো হতো, neutral, na, na, na
UGC ভালো টাকা দিচ্ছে অনলাইন ক্লাস করার জন্য, positive, high, fast, high
"আমাদের দেশে ইন্টারনেটের দাম বেশি, কমানো উচিত, নেট ছাড়া ডিজিটাল বাংলাদেশ সম্ভব নয়, সবাই কি একমত?", neutral, high, na, high
অনেক জায়গায় নেট পাওয়া যায় না, negative, na, na, low
"অনলাইন ক্লাস করে দুই পয়সার উপকার আসবে না, ঈদের পরে ক্যাম্পাস খুলুন", negative, low, na, low
"অনলাইন ক্লাস নিলে মন দিয়ে কেউ ক্লাস করবে না, উল্টাপাল্টা হবে, স্বাস্থ্য বিধি মেনে স্কুল/কলেজ খোলা ভালো", positive, high, fast, high
"ইন্টারনেটের দাম কমানো উচিত, এত দাম বেশি রেখে দেশ ডিজিটাল করা অসম্ভব", negative, high, na, high
"খোলা তো দূরের কথা, শিক্ষা প্রতিষ্ঠান না থাকলেই ভালো", negative, high, na, high
"আমরা ছাত্ররা গবেষণা বিমুখ বিশ্ববিদ্যালয়গুলোতে অনলাইনে ক্লাসের প্রয়োজন দেখি না, করোনা নিয়ে গবেষণা করা দরকার", negative, high, na, high
অনেক ধন্যবাদ সময় টিভি কে, positive, high, fast, high
"জে বেটার ডেটা, এখন দুই জিবি ব্যবহার করতে হয়, সিম চারজি, আবার এই নেট দিয়ে অনলাইন ক্লাস", negative, low, na, low
"ঠিক আছে, এমন ফোককিনি কেন ২০২০ এ আসবে নেট কিনতে পারবে না", negative, low, na, low
"নেটাররা না, এত ভেবে, কিছু এমবি ফ্রি দাও স্টুডেন্টদের", negative, low, na, low
প্রথম ভিউ, neutral, na, na, na
হাই, neutral, na, na, na
মজার, neutral, na, na, na
অনলাইন ক্লাস করলে ভিউ কম কেন?, negative, low, na, low
বয়কট সময় সংবাদ, neutral, na, na, na
ওহ! ভুলে গিয়েছিলাম বাংলাদেশে বিশ্বমানের নেটওয়ার্কিং আছে, positive, na, fast, high
অনলাইন ক্লাস দিয়ে কিছু হচ্ছে না, negative, high, fast, high
"ইস্কুলে যেয়ে লেখা পড়া করতে চায় না, অনলাইন লেখা পড়া, এগুলো হাস্যকর", negative, high, fast, high
"মেসেঞ্জারে এক-এক সমর্থনে ছাত্ররা পড়তে পারে, ওয়াইফাই থাকলেই চলে", positive, high, fast, high
"অনলাইনে ক্লাস শুরু হয়েছিল, কিন্তু অনেকের টাকার সমস্যা, গ্রামে নেট বা ল্যাপটপ না থাকায় সবাই করতে পারছে না, সরকার যদি সুযোগ দেয়, অনলাইন ক্লাস ফলপ্রসূ হবে, নাহলে বিলাসিতা", neutral, high, na, high
HSC পরীক্ষার কি হবে, neutral, na, na, na
HSC কখন হবে?, neutral, na, na, na
শাইখুল হাদীস আল্লামা আজিজুল হক রহ. এর সন্তান ও বাংলাদেশ খেলাফত মজলিসের মহাসচিবের বিরুদ্ধে সময় টিভির মিথ্যা সংবাদের তীব্র নিন্দা জানাচ্ছি, negative, high, fast, high
দ্রুত লাইক করুন, neutral, na, fast, na
